reference_id,source_id,population_type,population,context,monitor,year,club,metric_native,metric,value,source_unit,canonical_value,canonical_unit,value_type,confidence,citation_urls,notes
babe65bb143d5240c1f671fb,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,max height,apex_height,30.0,yd,27.432,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
f54941f6dce0d7bb9c1daa66,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,land angle,descent_angle,43.0,deg,0.7504915783575618,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
302b8414bb4150276338b586,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,carry,carry_distance,243.0,yd,222.1992,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
3d8b0038a8beabe7fa8aede6,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,club speed,club_speed,103.0,mph,46.04512,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
2ccdc80f8f24a51d537560da,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,attack angle,attack_angle,-3.3,deg,-0.05759586531581287,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
e1289f351f1f12560cb64f96,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,ball speed,ball_speed,152.0,mph,67.95008,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
c3c8cd272a71a513f0ebc595,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,smash factor,smash_factor,1.47,1,1.47,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
3c2e27a00baaed92ffe4fb0d,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,launch angle,launch_angle,9.4,deg,0.16406094968746698,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
541b5a4d9e601e21fd7b3a5a,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,spin rate,spin_rate,4350.0,rpm,455.53093477052,rad/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
214094138f1d2cf2ec036034,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,max height,apex_height,31.0,yd,28.3464,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
a90463d7264edd542467d6ed,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,land angle,descent_angle,47.0,deg,0.8203047484373349,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
d72131ba300eff27a86e7c99,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,carry,carry_distance,230.0,yd,210.312,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
1b0d466d423612b6b638b0f6,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,club speed,club_speed,100.0,mph,44.704,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
e58a978d42c7ba54de9faf88,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,attack angle,attack_angle,-3.5,deg,-0.061086523819801536,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,2010 circulation lists -3.3; later official PDF lists -3.5
6aa7cf23fd7ce11f695345cf,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,ball speed,ball_speed,146.0,mph,65.26783999999999,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
5544aa333747e66ae82b40de,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,smash factor,smash_factor,1.46,1,1.46,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
c0cf49e1adc3a2f501742898,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,launch angle,launch_angle,10.2,deg,0.1780235837034216,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
041640014a6b7848139486ba,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,spin rate,spin_rate,4437.0,rpm,464.6415534659304,rad/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
9646c69dc7b13671d48ff7c3,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,max height,apex_height,29.0,yd,26.517599999999998,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
45b80f16fcf01f899ee1c964,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,land angle,descent_angle,47.0,deg,0.8203047484373349,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
a1067a495bf55e5e16d5a7b8,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,carry,carry_distance,225.0,yd,205.74,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
039462600ab62c33638bf8da,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,club speed,club_speed,98.0,mph,43.80992,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
39943de779bbbd5ffb03ca9f,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,attack angle,attack_angle,-3.1,deg,-0.054105206811824215,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
8f9a913199c9227d9df2b752,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,ball speed,ball_speed,142.0,mph,63.47968,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
7210df44e32228340b4808d9,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,smash factor,smash_factor,1.45,1,1.45,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
c6c7b7afe1b13fd8457f9756,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,launch angle,launch_angle,10.4,deg,0.18151424220741028,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
ba7c28c20b586eb95df466f2,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,spin rate,spin_rate,4630.0,rpm,484.8524662040247,rad/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,2010 circulation lists 4640; later official PDF lists 4630
2e103044c5e7ca43a9143780,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,max height,apex_height,27.0,yd,24.6888,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
ba4275e8a5dfc09d046be18a,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,land angle,descent_angle,46.0,deg,0.8028514559173916,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
a3d1792f5833fcca58ac55a1,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,carry,carry_distance,212.0,yd,193.8528,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
f56958e8e7845c30e43ee1ed,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,club speed,club_speed,96.0,mph,42.91584,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
1c445786574bc9ad953d2732,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,attack angle,attack_angle,-3.4,deg,-0.059341194567807204,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
7fe2d6b2520c1d3f46099ccc,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,ball speed,ball_speed,137.0,mph,61.244479999999996,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
b857a70db26c92cccb2fa4ba,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,smash factor,smash_factor,1.43,1,1.43,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
9de47d46d688f7905def3b6d,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,launch angle,launch_angle,11.0,deg,0.19198621771937624,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
abbde962e249b6da2f45985c,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,spin rate,spin_rate,4836.0,rpm,506.4247357586746,rad/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
0545be76a08cf308f70ae3a2,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,max height,apex_height,28.0,yd,25.6032,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
cbb396fe4e04af15369b26f8,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,land angle,descent_angle,48.0,deg,0.8377580409572782,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
db562525e96f6ab48f4388f7,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,carry,carry_distance,203.0,yd,185.6232,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
7943741586878f3a1f0e3b1f,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,club speed,club_speed,94.0,mph,42.02176,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
4481112c05796bfa8fc34e78,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,attack angle,attack_angle,-3.7,deg,-0.0645771823237902,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
7ca77dcb45039a88ab804620,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,ball speed,ball_speed,132.0,mph,59.00928,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
a560624c5c5e261743c596c0,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,smash factor,smash_factor,1.41,1,1.41,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
f6ea394b5ff39e09d625152c,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,launch angle,launch_angle,12.1,deg,0.21118483949131386,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
55c070d45ec422f3fc2a9b09,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,spin rate,spin_rate,5361.0,rpm,561.402607196496,rad/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
aeeb2b0fcb6c3c7984559d08,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,max height,apex_height,31.0,yd,28.3464,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
74be7a6974c7741723b70f25,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,land angle,descent_angle,49.0,deg,0.8552113334772214,rad,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
e7bb11dd6de51cf72bdfa8e0,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,carry,carry_distance,194.0,yd,177.3936,m,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
5a1b577b5dd108a34e8818d9,trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,club speed,club_speed,92.0,mph,41.12768,m/s,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
