source_id,population_type,population,context,monitor,year,club,metric_native,metric,value,source_unit,value_type,confidence,citation_urls,notes
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,smash factor,smash_factor,1.48,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,launch angle,launch_angle,9.2,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,spin rate,spin_rate,3655,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,max height,apex_height,30,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,land angle,descent_angle,43,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-wood,carry,carry_distance,243,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,club speed,club_speed,103,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,attack angle,attack_angle,-3.3,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,ball speed,ball_speed,152,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,smash factor,smash_factor,1.47,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,launch angle,launch_angle,9.4,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,spin rate,spin_rate,4350,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,max height,apex_height,31,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,land angle,descent_angle,47,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-wood,carry,carry_distance,230,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,club speed,club_speed,100,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,attack angle,attack_angle,-3.5,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,2010 circulation lists -3.3; later official PDF lists -3.5
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,ball speed,ball_speed,146,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,smash factor,smash_factor,1.46,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,launch angle,launch_angle,10.2,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,spin rate,spin_rate,4437,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,max height,apex_height,29,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,land angle,descent_angle,47,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,Hybrid 15-18deg,carry,carry_distance,225,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,club speed,club_speed,98,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,attack angle,attack_angle,-3.1,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,ball speed,ball_speed,142,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,smash factor,smash_factor,1.45,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,launch angle,launch_angle,10.4,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,spin rate,spin_rate,4630,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,2010 circulation lists 4640; later official PDF lists 4630
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,max height,apex_height,27,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,land angle,descent_angle,46,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,3-iron,carry,carry_distance,212,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,club speed,club_speed,96,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,attack angle,attack_angle,-3.4,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,ball speed,ball_speed,137,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,smash factor,smash_factor,1.43,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,launch angle,launch_angle,11.0,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,spin rate,spin_rate,4836,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,max height,apex_height,28,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,land angle,descent_angle,48,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,4-iron,carry,carry_distance,203,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,club speed,club_speed,94,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,attack angle,attack_angle,-3.7,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,ball speed,ball_speed,132,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,smash factor,smash_factor,1.41,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,launch angle,launch_angle,12.1,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,spin rate,spin_rate,5361,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,max height,apex_height,31,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,land angle,descent_angle,49,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,5-iron,carry,carry_distance,194,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,club speed,club_speed,92,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,attack angle,attack_angle,-4.1,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,ball speed,ball_speed,127,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,smash factor,smash_factor,1.38,1,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,launch angle,launch_angle,14.1,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,spin rate,spin_rate,6231,rpm,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,max height,apex_height,30,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,land angle,descent_angle,50,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,6-iron,carry,carry_distance,183,yd,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,7-iron,club speed,club_speed,90,mph,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
trackman_tour_averages_classic,tour_average,pga_tour,classic_data_sheet,TrackMan,2010,7-iron,attack angle,attack_angle,-4.3,deg,group_mean,cross_verified,https://teeituprva.com/wp-content/uploads/2019/03/PGA-AVERAGES-INTERACTIVE.pdf;http://3jack.blogspot.com/2010/02/trackman-pga-lpga-tour-averages.html;https://hititlonger.com/trackman-data-pga-tour-averages/,
